username,full_text,Full Text,Case Folding,Text Cleaning,Tokenizing,Normalization,Stemming,Text Filtering,polarity_score,sentimen
neemuiasa,@aly_benzema ga ada yg ga mungkin ekspektasi lo aja yg mikir ga mungkin tahun skrg ngga banyak yg golput ga kayak tahun sebelumnya,@aly_benzema ga ada yg ga mungkin ekspektasi lo aja yg mikir ga mungkin tahun skrg ngga banyak yg golput ga kayak tahun sebelumnya,@aly_benzema ga ada yg ga mungkin ekspektasi lo aja yg mikir ga mungkin tahun skrg ngga banyak yg golput ga kayak tahun sebelumnya,ga ada yg ga mungkin ekspektasi lo aja yg mikir ga mungkin tahun skrg ngga banyak yg golput ga kayak tahun sebelumnya,"['ga', 'ada', 'yg', 'ga', 'mungkin', 'ekspektasi', 'lo', 'aja', 'yg', 'mikir', 'ga', 'mungkin', 'tahun', 'skrg', 'ngga', 'banyak', 'yg', 'golput', 'ga', 'kayak', 'tahun', 'sebelumnya']","['tidak', 'ada', 'yang', 'tidak', 'mungkin', 'ekspektasi', 'lo', 'saja', 'yang', 'mikir', 'tidak', 'mungkin', 'tahun', 'sekarang', 'tidak', 'banyak', 'yang', 'golput', 'tidak', 'kayak', 'tahun', 'sebelumnya']","['tidak', 'ada', 'yang', 'tidak', 'mungkin', 'ekspektasi', 'lo', 'saja', 'yang', 'mikir', 'tidak', 'mungkin', 'tahun', 'sekarang', 'tidak', 'banyak', 'yang', 'golput', 'tidak', 'kayak', 'tahun', 'belum']","['tidak', 'tidak', 'mungkin', 'ekspektasi', 'lo', 'mikir', 'tidak', 'mungkin', 'tahun', 'sekarang', 'tidak', 'banyak', 'golput', 'tidak', 'kayak', 'tahun', 'belum']",-0.9999999999999998,negatif
Kutu_Kupret_One,@Muhammad_Saewad Khilaf kok menyeluruh? Karena di Sirekap harus memenuhi batas minimal untuk menyesuaikan dengan rilis QC yg sudah jauh2 hari disiapkan mengunci gemoy diatas 50% Inilah gunanya suara siluman dan suara yg dicoblos (Golput) untuk menggelembungkan paslon yg didukung. https://t.co/TElrRAgsF7,@Muhammad_Saewad Khilaf kok menyeluruh? Karena di Sirekap harus memenuhi batas minimal untuk menyesuaikan dengan rilis QC yg sudah jauh2 hari disiapkan mengunci gemoy diatas 50% Inilah gunanya suara siluman dan suara yg dicoblos (Golput) untuk menggelembungkan paslon yg didukung. https://t.co/TElrRAgsF7,@muhammad_saewad khilaf kok menyeluruh? karena di sirekap harus memenuhi batas minimal untuk menyesuaikan dengan rilis qc yg sudah jauh2 hari disiapkan mengunci gemoy diatas 50% inilah gunanya suara siluman dan suara yg dicoblos (golput) untuk menggelembungkan paslon yg didukung. https://t.co/telrragsf7,khilaf kok menyeluruh karena di sirekap harus memenuhi batas minimal untuk menyesuaikan dengan rilis qc yg sudah jauh hari disiapkan mengunci gemoy diatas inilah gunanya suara siluman dan suara yg dicoblos golput untuk menggelembungkan paslon yg didukung,"['khilaf', 'kok', 'menyeluruh', 'karena', 'di', 'sirekap', 'harus', 'memenuhi', 'batas', 'minimal', 'untuk', 'menyesuaikan', 'dengan', 'rilis', 'qc', 'yg', 'sudah', 'jauh', 'hari', 'disiapkan', 'mengunci', 'gemoy', 'diatas', 'inilah', 'gunanya', 'suara', 'siluman', 'dan', 'suara', 'yg', 'dicoblos', 'golput', 'untuk', 'menggelembungkan', 'paslon', 'yg', 'didukung']","['khilaf', 'kok', 'menyeluruh', 'karena', 'di', 'sirekap', 'harus', 'memenuhi', 'batas', 'minimal', 'untuk', 'menyesuaikan', 'dengan', 'rilis', 'qc', 'yang', 'sudah', 'jauh', 'hari', 'disiapkan', 'mengunci', 'gemoy', 'diatas', 'inilah', 'gunanya', 'suara', 'siluman', 'dan', 'suara', 'yang', 'dicoblos', 'golput', 'untuk', 'menggelembungkan', 'paslon', 'yang', 'didukung']","['khilaf', 'kok', 'seluruh', 'karena', 'di', 'sirekap', 'harus', 'penuh', 'batas', 'minimal', 'untuk', 'sesuai', 'dengan', 'rilis', 'qc', 'yang', 'sudah', 'jauh', 'hari', 'siap', 'kunci', 'gemoy', 'atas', 'ini', 'guna', 'suara', 'siluman', 'dan', 'suara', 'yang', 'coblos', 'golput', 'untuk', 'gelembung', 'paslon', 'yang', 'dukung']","['khilaf', 'kok', 'seluruh', 'sirekap', 'penuh', 'batas', 'minimal', 'sesuai', 'rilis', 'qc', 'jauh', 'hari', 'siap', 'kunci', 'gemoy', 'atas', 'suara', 'siluman', 'suara', 'coblos', 'golput', 'gelembung', 'paslon', 'dukung']",-2.0,negatif
totoher52164552,@LensaHijau09 @islah_bahrawi @detikcom @detikjabar_ Kalau sampai ada thn depan mending Golput,@LensaHijau09 @islah_bahrawi @detikcom @detikjabar_ Kalau sampai ada thn depan mending Golput,@lensahijau09 @islah_bahrawi @detikcom @detikjabar_ kalau sampai ada thn depan mending golput,kalau sampai ada thn depan mending golput,"['kalau', 'sampai', 'ada', 'thn', 'depan', 'mending', 'golput']","['kalau', 'sampai', 'ada', 'tahun', 'depan', 'mending', 'golput']","['kalau', 'sampai', 'ada', 'tahun', 'depan', 'mending', 'golput']","['kalau', 'tahun', 'depan', 'mending', 'golput']",1.0,positif
deptification,weh gw kemarin sempet terlintas pgn golput loh gara gara gatau hrs milih siapa. trus apa? gw jadi dan harus milih pak anies dgn kesadaran gw sendiri. disadarkan oleh KAMPANYE KEREN yg pada diremehin itu. pasti banyak jg yg ngalamin kaya aku. bad campaign gmn bjir,weh gw kemarin sempet terlintas pgn golput loh gara gara gatau hrs milih siapa. trus apa? gw jadi dan harus milih pak anies dgn kesadaran gw sendiri. disadarkan oleh KAMPANYE KEREN yg pada diremehin itu. pasti banyak jg yg ngalamin kaya aku. bad campaign gmn bjir,weh gw kemarin sempet terlintas pgn golput loh gara gara gatau hrs milih siapa. trus apa? gw jadi dan harus milih pak anies dgn kesadaran gw sendiri. disadarkan oleh kampanye keren yg pada diremehin itu. pasti banyak jg yg ngalamin kaya aku. bad campaign gmn bjir,weh gw kemarin sempet terlintas pgn golput loh gara gara gatau hrs milih siapa trus apa gw jadi dan harus milih pak anies dgn kesadaran gw sendiri disadarkan oleh kampanye keren yg pada diremehin itu pasti banyak jg yg ngalamin kaya aku bad campaign gmn bjir,"['weh', 'gw', 'kemarin', 'sempet', 'terlintas', 'pgn', 'golput', 'loh', 'gara', 'gara', 'gatau', 'hrs', 'milih', 'siapa', 'trus', 'apa', 'gw', 'jadi', 'dan', 'harus', 'milih', 'pak', 'anies', 'dgn', 'kesadaran', 'gw', 'sendiri', 'disadarkan', 'oleh', 'kampanye', 'keren', 'yg', 'pada', 'diremehin', 'itu', 'pasti', 'banyak', 'jg', 'yg', 'ngalamin', 'kaya', 'aku', 'bad', 'campaign', 'gmn', 'bjir']","['weh', 'saya', 'kemarin', 'sempat', 'terlintas', 'pengin', 'golput', 'loh', 'gara', 'gara', 'tidak tau', 'harus', 'memilih', 'siapa', 'terus', 'apa', 'saya', 'jadi', 'dan', 'harus', 'memilih', 'pak', 'anies', 'dengan', 'kesadaran', 'saya', 'sendiri', 'disadarkan', 'oleh', 'kampanye', 'keren', 'yang', 'pada', 'diremehin', 'itu', 'pasti', 'banyak', 'juga', 'yang', 'ngalamin', 'kayak', 'saya', 'bad', 'campaign', 'bagaimana', 'bjir']","['weh', 'saya', 'kemarin', 'sempat', 'lintas', 'pengin', 'golput', 'loh', 'gara', 'gara', 'tidak tau', 'harus', 'pilih', 'siapa', 'terus', 'apa', 'saya', 'jadi', 'dan', 'harus', 'pilih', 'pak', 'anies', 'dengan', 'sadar', 'saya', 'sendiri', 'sadar', 'oleh', 'kampanye', 'keren', 'yang', 'pada', 'diremehin', 'itu', 'pasti', 'banyak', 'juga', 'yang', 'ngalamin', 'kayak', 'saya', 'bad', 'campaign', 'bagaimana', 'bjir']","['weh', 'kemarin', 'sempat', 'lintas', 'pengin', 'golput', 'loh', 'gara', 'gara', 'tidak tau', 'pilih', 'siapa', 'terus', 'pilih', 'pak', 'anies', 'sadar', 'sendiri', 'sadar', 'kampanye', 'keren', 'diremehin', 'banyak', 'ngalamin', 'kayak', 'bad', 'campaign', 'bagaimana', 'bjir']",1.0,positif
harrddtimes,@tourneseol golput dia mbak. gue kecewa udh dari awal soalnya dia ga melek politik tp yaudah drpd ngevote 02.,@tourneseol golput dia mbak. gue kecewa udh dari awal soalnya dia ga melek politik tp yaudah drpd ngevote 02.,@tourneseol golput dia mbak. gue kecewa udh dari awal soalnya dia ga melek politik tp yaudah drpd ngevote 02.,golput dia mbak gue kecewa udh dari awal soalnya dia ga melek politik tp yaudah drpd ngevote,"['golput', 'dia', 'mbak', 'gue', 'kecewa', 'udh', 'dari', 'awal', 'soalnya', 'dia', 'ga', 'melek', 'politik', 'tp', 'yaudah', 'drpd', 'ngevote']","['golput', 'dia', 'mbak', 'saya', 'kecewa', 'sudah', 'dari', 'awal', 'soalnya', 'dia', 'tidak', 'melek', 'politik', 'tapi', 'yaudah', 'daripada', 'ngevote']","['golput', 'dia', 'mbak', 'saya', 'kecewa', 'sudah', 'dari', 'awal', 'soal', 'dia', 'tidak', 'melek', 'politik', 'tapi', 'yaudah', 'daripada', 'ngevote']","['golput', 'mbak', 'kecewa', 'awal', 'soal', 'tidak', 'melek', 'politik', 'yaudah', 'ngevote']",1.8,positif
ian_vanhalen,Dalam pemikiran saya ada beberapa orang yang Golput dan pemilih yg awalnya ingin memilih 01 tapi akhirnya memilih 02 karena 11 dari 100 ,Dalam pemikiran saya ada beberapa orang yang Golput dan pemilih yg awalnya ingin memilih 01 tapi akhirnya memilih 02 karena 11 dari 100 ,dalam pemikiran saya ada beberapa orang yang golput dan pemilih yg awalnya ingin memilih 01 tapi akhirnya memilih 02 karena 11 dari 100 ,dalam pemikiran saya ada beberapa orang yang golput dan pemilih yg awalnya ingin memilih tapi akhirnya memilih karena dari,"['dalam', 'pemikiran', 'saya', 'ada', 'beberapa', 'orang', 'yang', 'golput', 'dan', 'pemilih', 'yg', 'awalnya', 'ingin', 'memilih', 'tapi', 'akhirnya', 'memilih', 'karena', 'dari']","['dalam', 'pemikiran', 'saya', 'ada', 'beberapa', 'orang', 'yang', 'golput', 'dan', 'pemilih', 'yang', 'awalnya', 'ingin', 'memilih', 'tapi', 'akhirnya', 'memilih', 'karena', 'dari']","['dalam', 'pikir', 'saya', 'ada', 'beberapa', 'orang', 'yang', 'golput', 'dan', 'pilih', 'yang', 'awal', 'ingin', 'pilih', 'tapi', 'akhir', 'pilih', 'karena', 'dari']","['pikir', 'beberapa', 'orang', 'golput', 'pilih', 'awal', 'pilih', 'akhir', 'pilih']",-2.0,negatif
maulida_tttop,@SandiHe88531221 @nelsonafis @HermansahFajar @rizkymarzuky_Mc @eyn50314860 Jadi 01 apa 02 nih? Apa golput? Nanya ini mah ya. https://t.co/iiKKdPV9KY,@SandiHe88531221 @nelsonafis @HermansahFajar @rizkymarzuky_Mc @eyn50314860 Jadi 01 apa 02 nih? Apa golput? Nanya ini mah ya. https://t.co/iiKKdPV9KY,@sandihe88531221 @nelsonafis @hermansahfajar @rizkymarzuky_mc @eyn50314860 jadi 01 apa 02 nih? apa golput? nanya ini mah ya. https://t.co/iikkdpv9ky,jadi apa nih apa golput nanya ini mah ya,"['jadi', 'apa', 'nih', 'apa', 'golput', 'nanya', 'ini', 'mah', 'ya']","['jadi', 'apa', 'nih', 'apa', 'golput', 'bertanya', 'ini', 'mah', 'iya']","['jadi', 'apa', 'nih', 'apa', 'golput', 'tanya', 'ini', 'mah', 'iya']","['nih', 'golput', 'tanya', 'mah']",1.0,positif
dp_koesmirah,@si_ciio Ini peluangnya buat paslon yang pingin menang cara curang...suara golput ditambahkan ke raupan paslonnya. Jangan dikira golput tidak memilih? Golput memilih pasrah mai dimasukin ke mana aja suaranya serahlodeh.,@si_ciio Ini peluangnya buat paslon yang pingin menang cara curang...suara golput ditambahkan ke raupan paslonnya. Jangan dikira golput tidak memilih? Golput memilih pasrah mai dimasukin ke mana aja suaranya serahlodeh.,@si_ciio ini peluangnya buat paslon yang pingin menang cara curang...suara golput ditambahkan ke raupan paslonnya. jangan dikira golput tidak memilih? golput memilih pasrah mai dimasukin ke mana aja suaranya serahlodeh.,ini peluangnya buat paslon yang pingin menang cara curangsuara golput ditambahkan ke raupan paslonnya jangan dikira golput tidak memilih golput memilih pasrah mai dimasukin ke mana aja suaranya serahlodeh,"['ini', 'peluangnya', 'buat', 'paslon', 'yang', 'pingin', 'menang', 'cara', 'curangsuara', 'golput', 'ditambahkan', 'ke', 'raupan', 'paslonnya', 'jangan', 'dikira', 'golput', 'tidak', 'memilih', 'golput', 'memilih', 'pasrah', 'mai', 'dimasukin', 'ke', 'mana', 'aja', 'suaranya', 'serahlodeh']","['ini', 'peluangnya', 'buat', 'paslon', 'yang', 'pengin', 'menang', 'cara', 'curangsuara', 'golput', 'ditambahkan', 'ke', 'raupan', 'paslonnya', 'jangan', 'dikira', 'golput', 'tidak', 'memilih', 'golput', 'memilih', 'pasrah', 'mau', 'dimasuki', 'ke', 'mana', 'saja', 'suaranya', 'serahlodeh']","['ini', 'peluang', 'buat', 'paslon', 'yang', 'pengin', 'menang', 'cara', 'curangsuara', 'golput', 'tambah', 'ke', 'raup', 'paslonnya', 'jangan', 'kira', 'golput', 'tidak', 'pilih', 'golput', 'pilih', 'pasrah', 'mau', 'masuk', 'ke', 'mana', 'saja', 'suara', 'serahlodeh']","['peluang', 'buat', 'paslon', 'pengin', 'menang', 'cara', 'curangsuara', 'golput', 'tambah', 'raup', 'paslonnya', 'jangan', 'kira', 'golput', 'tidak', 'pilih', 'golput', 'pilih', 'pasrah', 'mau', 'masuk', 'mana', 'suara', 'serahlodeh']",-2.2,negatif
aulia027,@moejeep_pelung Udah paling bener golput aja Awokwokwok lagian 3 paslon sebenarnya gak ada yg meyakinkan juga dan banyak janji manisnya Awokwokwok,@moejeep_pelung Udah paling bener golput aja Awokwokwok lagian 3 paslon sebenarnya gak ada yg meyakinkan juga dan banyak janji manisnya Awokwokwok,@moejeep_pelung udah paling bener golput aja awokwokwok lagian 3 paslon sebenarnya gak ada yg meyakinkan juga dan banyak janji manisnya awokwokwok,udah paling bener golput aja awokwokwok lagian paslon sebenarnya gak ada yg meyakinkan juga dan banyak janji manisnya awokwokwok,"['udah', 'paling', 'bener', 'golput', 'aja', 'awokwokwok', 'lagian', 'paslon', 'sebenarnya', 'gak', 'ada', 'yg', 'meyakinkan', 'juga', 'dan', 'banyak', 'janji', 'manisnya', 'awokwokwok']","['sudah', 'paling', 'benar', 'golput', 'saja', 'awokwokwok', 'lagian', 'paslon', 'sebenarnya', 'enggak', 'ada', 'yang', 'meyakinkan', 'juga', 'dan', 'banyak', 'janji', 'manisnya', 'awokwokwok']","['sudah', 'paling', 'benar', 'golput', 'saja', 'awokwokwok', 'lagi', 'paslon', 'benar', 'enggak', 'ada', 'yang', 'yakin', 'juga', 'dan', 'banyak', 'janji', 'manis', 'awokwokwok']","['paling', 'benar', 'golput', 'awokwokwok', 'paslon', 'benar', 'enggak', 'yakin', 'banyak', 'janji', 'manis', 'awokwokwok']",7.0,positif
1000sa4,@terlalujujurr @aniesbaswedan 2014 golput 2019 pilih wowo krna ga Ada pilihan laen ya fomo aja org2 sekitar pilih wowo gw ikut 2024 ini yg bener2 bikin gw melek politik krn Gaya kampanye yg bukan sekedar panggung hiburan rakyat tapi dialog 2 jalur face to face dengan capres cawapres.,@terlalujujurr @aniesbaswedan 2014 golput 2019 pilih wowo krna ga Ada pilihan laen ya fomo aja org2 sekitar pilih wowo gw ikut 2024 ini yg bener2 bikin gw melek politik krn Gaya kampanye yg bukan sekedar panggung hiburan rakyat tapi dialog 2 jalur face to face dengan capres cawapres.,@terlalujujurr @aniesbaswedan 2014 golput 2019 pilih wowo krna ga ada pilihan laen ya fomo aja org2 sekitar pilih wowo gw ikut 2024 ini yg bener2 bikin gw melek politik krn gaya kampanye yg bukan sekedar panggung hiburan rakyat tapi dialog 2 jalur face to face dengan capres cawapres.,golput pilih wowo krna ga ada pilihan laen ya fomo aja org sekitar pilih wowo gw ikut ini yg bener bikin gw melek politik krn gaya kampanye yg bukan sekedar panggung hiburan rakyat tapi dialog jalur face to face dengan capres cawapres,"['golput', 'pilih', 'wowo', 'krna', 'ga', 'ada', 'pilihan', 'laen', 'ya', 'fomo', 'aja', 'org', 'sekitar', 'pilih', 'wowo', 'gw', 'ikut', 'ini', 'yg', 'bener', 'bikin', 'gw', 'melek', 'politik', 'krn', 'gaya', 'kampanye', 'yg', 'bukan', 'sekedar', 'panggung', 'hiburan', 'rakyat', 'tapi', 'dialog', 'jalur', 'face', 'to', 'face', 'dengan', 'capres', 'cawapres']","['golput', 'pilih', 'wowo', 'karena', 'tidak', 'ada', 'pilihan', 'lain', 'iya', 'fomo', 'saja', 'orang', 'sekitar', 'pilih', 'wowo', 'saya', 'ikut', 'ini', 'yang', 'benar', 'bikin', 'saya', 'melek', 'politik', 'karena', 'gaya', 'kampanye', 'yang', 'bukan', 'sekedar', 'panggung', 'hiburan', 'rakyat', 'tapi', 'dialog', 'jalur', 'face', 'tapi', 'face', 'dengan', 'capres', 'cawapres']","['golput', 'pilih', 'wowo', 'karena', 'tidak', 'ada', 'pilih', 'lain', 'iya', 'fomo', 'saja', 'orang', 'sekitar', 'pilih', 'wowo', 'saya', 'ikut', 'ini', 'yang', 'benar', 'bikin', 'saya', 'melek', 'politik', 'karena', 'gaya', 'kampanye', 'yang', 'bukan', 'dar', 'panggung', 'hibur', 'rakyat', 'tapi', 'dialog', 'jalur', 'face', 'tapi', 'face', 'dengan', 'capres', 'cawapres']","['golput', 'pilih', 'wowo', 'tidak', 'pilih', 'fomo', 'orang', 'pilih', 'wowo', 'ikut', 'benar', 'bikin', 'melek', 'politik', 'gaya', 'kampanye', 'bukan', 'dar', 'panggung', 'hibur', 'rakyat', 'dialog', 'jalur', 'face', 'face', 'capres', 'cawapres']",-1.4000000000000001,negatif
Jeje_matsuya,@Aryprasetyo85 @PDI_Perjuangan Kl samp PDIP ikut gabung kedepan gak usah pemilu lg lah kl ujung nya gabung jg..... Gabung dari awal saja bagi bagi gitu Kl ada pemilu lg mending golput lebih baik.....!,@Aryprasetyo85 @PDI_Perjuangan Kl samp PDIP ikut gabung kedepan gak usah pemilu lg lah kl ujung nya gabung jg..... Gabung dari awal saja bagi bagi gitu Kl ada pemilu lg mending golput lebih baik.....!,@aryprasetyo85 @pdi_perjuangan kl samp pdip ikut gabung kedepan gak usah pemilu lg lah kl ujung nya gabung jg..... gabung dari awal saja bagi bagi gitu kl ada pemilu lg mending golput lebih baik.....!,kl samp pdip ikut gabung kedepan gak usah pemilu lg lah kl ujung nya gabung jg gabung dari awal saja bagi bagi gitu kl ada pemilu lg mending golput lebih baik,"['kl', 'samp', 'pdip', 'ikut', 'gabung', 'kedepan', 'gak', 'usah', 'pemilu', 'lg', 'lah', 'kl', 'ujung', 'nya', 'gabung', 'jg', 'gabung', 'dari', 'awal', 'saja', 'bagi', 'bagi', 'gitu', 'kl', 'ada', 'pemilu', 'lg', 'mending', 'golput', 'lebih', 'baik']","['kalau', 'samp', 'pdip', 'ikut', 'gabung', 'kedepan', 'enggak', 'usah', 'pemilu', 'lagi', 'lah', 'kalau', 'ujung', 'nya', 'gabung', 'juga', 'gabung', 'dari', 'awal', 'saja', 'bagi', 'bagi', 'begitu', 'kalau', 'ada', 'pemilu', 'lagi', 'mending', 'golput', 'lebih', 'baik']","['kalau', 'samp', 'pdip', 'ikut', 'gabung', 'depan', 'enggak', 'usah', 'milu', 'lagi', 'lah', 'kalau', 'ujung', 'nya', 'gabung', 'juga', 'gabung', 'dari', 'awal', 'saja', 'bagi', 'bagi', 'begitu', 'kalau', 'ada', 'milu', 'lagi', 'mending', 'golput', 'lebih', 'baik']","['kalau', 'samp', 'pdip', 'ikut', 'gabung', 'depan', 'enggak', 'usah', 'pemilu', 'lah', 'kalau', 'ujung', 'nya', 'gabung', 'gabung', 'awal', 'kalau', 'pemilu', 'mending', 'golput', 'baik']",2.0,positif
HaeMiu,Media luar beritainnya pk ada klimat 'bloody past' 'human rights abuse' dll..ngeri kali... smpat2nya aku dulu jdi pemilihnya mndingan golput tau gtu. Tp ini jd smcm salah satu taktik menjatuhkan beliau skrg ga si trs jd kesempatan buat siwakil. I'm too overthinking i guess,Media luar beritainnya pk ada klimat 'bloody past' 'human rights abuse' dll..ngeri kali... smpat2nya aku dulu jdi pemilihnya mndingan golput tau gtu. Tp ini jd smcm salah satu taktik menjatuhkan beliau skrg ga si trs jd kesempatan buat siwakil. I'm too overthinking i guess,media luar beritainnya pk ada klimat 'bloody past' 'human rights abuse' dll..ngeri kali... smpat2nya aku dulu jdi pemilihnya mndingan golput tau gtu. tp ini jd smcm salah satu taktik menjatuhkan beliau skrg ga si trs jd kesempatan buat siwakil. i'm too overthinking i guess,media luar beritainnya pk ada klimat bloody past human rights abuse dllngeri kali smpatnya aku dulu jdi pemilihnya mndingan golput tau gtu tp ini jd smcm salah satu taktik menjatuhkan beliau skrg ga si trs jd kesempatan buat siwakil im too overthinking i guess,"['media', 'luar', 'beritainnya', 'pk', 'ada', 'klimat', 'bloody', 'past', 'human', 'rights', 'abuse', 'dllngeri', 'kali', 'smpatnya', 'aku', 'dulu', 'jdi', 'pemilihnya', 'mndingan', 'golput', 'tau', 'gtu', 'tp', 'ini', 'jd', 'smcm', 'salah', 'satu', 'taktik', 'menjatuhkan', 'beliau', 'skrg', 'ga', 'si', 'trs', 'jd', 'kesempatan', 'buat', 'siwakil', 'im', 'too', 'overthinking', 'i', 'guess']","['media', 'luar', 'beritainnya', 'pakai', 'ada', 'klimat', 'bloody', 'pasti', 'human', 'rights', 'abuse', 'dllngeri', 'kali', 'smpatnya', 'saya', 'dulu', 'jadi', 'pemilihnya', 'mndingan', 'golput', 'tau', 'begitu', 'tapi', 'ini', 'jadi', 'smcm', 'salah', 'satu', 'taktik', 'menjatuhkan', 'beliau', 'sekarang', 'tidak', 'sih', 'terus', 'jadi', 'kesempatan', 'buat', 'siwakil', 'im', 'too', 'overthinking', 'i', 'guess']","['media', 'luar', 'beritainnya', 'pakai', 'ada', 'klimat', 'bloody', 'pasti', 'human', 'rights', 'abuse', 'dllngeri', 'kali', 'smpatnya', 'saya', 'dulu', 'jadi', 'pilih', 'mndingan', 'golput', 'tau', 'begitu', 'tapi', 'ini', 'jadi', 'smcm', 'salah', 'satu', 'taktik', 'jatuh', 'beliau', 'sekarang', 'tidak', 'sih', 'terus', 'jadi', 'sempat', 'buat', 'siwakil', 'im', 'too', 'overthinking', 'i', 'guess']","['media', 'luar', 'beritainnya', 'pakai', 'klimat', 'bloody', 'human', 'rights', 'abuse', 'dllngeri', 'kali', 'smpatnya', 'dulu', 'pilih', 'mndingan', 'golput', 'tau', 'smcm', 'salah', 'satu', 'taktik', 'jatuh', 'beliau', 'sekarang', 'tidak', 'terus', 'sempat', 'buat', 'siwakil', 'im', 'too', 'overthinking', 'i', 'guess']",-2.2,negatif
aharifi,@KompasTV Saya pemilih 03 dan beberapa caleg PDIP sebelumnya Amin Rais selalu. Kalau PDIP gabung pemerintahan saya golput!,@KompasTV Saya pemilih 03 dan beberapa caleg PDIP sebelumnya Amin Rais selalu. Kalau PDIP gabung pemerintahan saya golput!,@kompastv saya pemilih 03 dan beberapa caleg pdip sebelumnya amin rais selalu. kalau pdip gabung pemerintahan saya golput!,saya pemilih dan beberapa caleg pdip sebelumnya amin rais selalu kalau pdip gabung pemerintahan saya golput,"['saya', 'pemilih', 'dan', 'beberapa', 'caleg', 'pdip', 'sebelumnya', 'amin', 'rais', 'selalu', 'kalau', 'pdip', 'gabung', 'pemerintahan', 'saya', 'golput']","['saya', 'pemilih', 'dan', 'beberapa', 'caleg', 'pdip', 'sebelumnya', 'amin', 'rais', 'selalu', 'kalau', 'pdip', 'gabung', 'pemerintahan', 'saya', 'golput']","['saya', 'pilih', 'dan', 'beberapa', 'caleg', 'pdip', 'belum', 'amin', 'rais', 'selalu', 'kalau', 'pdip', 'gabung', 'perintah', 'saya', 'golput']","['pilih', 'beberapa', 'caleg', 'pdip', 'belum', 'amin', 'rais', 'selalu', 'kalau', 'pdip', 'gabung', 'perintah', 'golput']",0.0,netral
